tweet_id,timestamp,rating_numerator,rating_denominator,dog_name,dog_stage,jpg_url,img_num,prediction_image,prediction_confidence,prediction_breed,favorite_count,retweet_count,created_at
888804989199671297,2017-07-22 16:56:37+00:00,13,10,Zeke,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever | labrador_retriever | english_setter,0.46976 | 0.184172 | 0.0734817,True | True | True,26080,4559,2017-07-22 16:56:37+00:00
888554962724278272,2017-07-22 00:23:06+00:00,13,10,Ralphus,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,siberian_husky | eskimo_dog | malamute,0.700377 | 0.166511 | 0.111411,True | True | True,20290,3732,2017-07-22 00:23:06+00:00
888078434458587136,2017-07-20 16:49:33+00:00,12,10,Gerald,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,french_bulldog | pug | bull_mastiff,0.995026 | 0.000931908 | 0.000903211,True | True | True,22201,3653,2017-07-20 16:49:33+00:00
887705289381826560,2017-07-19 16:06:48+00:00,13,10,Jeffrey,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset | redbone | weimaraner,0.821664 | 0.0875815 | 0.0262364,True | True | True,30779,5609,2017-07-19 16:06:48+00:00
887517139158093824,2017-07-19 03:39:09+00:00,14,10,such,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,limousine | tow_truck | shopping_cart,0.130432 | 0.0291754 | 0.0263208,False | False | False,46959,12082,2017-07-19 03:39:09+00:00
887473957103951883,2017-07-19 00:47:34+00:00,13,10,Canela,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,pembroke | rhodesian_ridgeback | beagle,0.809197 | 0.05495 | 0.0389148,True | True | True,69871,18781,2017-07-19 00:47:34+00:00
887343217045368832,2017-07-18 16:08:03+00:00,13,10,,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,mexican_hairless | sea_lion | weimaraner,0.330741 | 0.275645 | 0.134203,True | False | True,34222,10737,2017-07-18 16:08:03+00:00
887101392804085760,2017-07-18 00:07:08+00:00,12,10,,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,samoyed | eskimo_dog | staffordshire_bullterrier,0.733942 | 0.0350295 | 0.0297047,True | True | True,31061,6167,2017-07-18 00:07:08+00:00
886983233522544640,2017-07-17 16:17:36+00:00,13,10,Maya,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,chihuahua | toy_terrier | can_opener,0.793469 | 0.143528 | 0.0322529,True | True | False,35859,8084,2017-07-17 16:17:36+00:00
886736880519319552,2017-07-16 23:58:41+00:00,13,10,Mingus,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz | great_pyrenees | dandie_dinmont,0.309706 | 0.186136 | 0.0863463,True | True | True,12306,3443,2017-07-16 23:58:41+00:00
886680336477933568,2017-07-16 20:14:00+00:00,13,10,Derek,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,convertible | sports_car | car_wheel,0.738995 | 0.139952 | 0.0441726999999999,False | False | False,22798,4610,2017-07-16 20:14:00+00:00
886366144734445568,2017-07-15 23:25:31+00:00,12,10,Roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,french_bulldog | chihuahua | boston_bull,0.999201 | 0.000361178 | 7.55616e-05,True | True | True,21524,3316,2017-07-15 23:25:31+00:00
886258384151887873,2017-07-15 16:17:19+00:00,13,10,Waffles,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug | shower_cap | siamese_cat,0.943575 | 0.0252856 | 0.00284892,True | False | False,28469,6523,2017-07-15 16:17:19+00:00
885984800019947520,2017-07-14 22:10:11+00:00,12,10,Jimbo,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,blenheim_spaniel | shih_tzu | bernese_mountain_dog,0.972494 | 0.00663012 | 0.00623915,True | True | True,33382,7097,2017-07-14 22:10:11+00:00
885528943205470208,2017-07-13 15:58:47+00:00,13,10,Maisey,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug | labrador_retriever | kuvasz,0.369275 | 0.265835 | 0.134697,True | True | True,36689,6683,2017-07-13 15:58:47+00:00
885167619883638784,2017-07-12 16:03:00+00:00,13,10,,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute | siberian_husky | eskimo_dog,0.8124819999999999 | 0.0717125 | 0.0557697,True | True | True,22367,4556,2017-07-12 16:03:00+00:00
884925521741709313,2017-07-12 00:01:00+00:00,12,10,Earl,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,italian_greyhound | american_staffordshire_terrier | staffordshire_bullterrier,0.259916 | 0.198451 | 0.127725,True | True | True,68152,16439,2017-07-12 00:01:00+00:00
884876753390489601,2017-07-11 20:47:12+00:00,13,10,Lola,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow | norwich_terrier | norfolk_terrier,0.822103 | 0.106075 | 0.0373485,True | True | True,28514,6096,2017-07-11 20:47:12+00:00
884562892145688576,2017-07-11 00:00:02+00:00,13,10,Kevin,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug | french_bulldog | brabancon_griffon,0.5464060000000001 | 0.404291 | 0.0440019,True | True | True,24765,5100,2017-07-11 00:00:02+00:00
884441805382717440,2017-07-10 15:58:53+00:00,14,10,,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,pembroke | cardigan | chihuahua,0.993225 | 0.00321648 | 0.00208089,True | True | True,27478,5856,2017-07-10 15:58:53+00:00
884162670584377345,2017-07-09 21:29:42+00:00,12,10,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,german_shepherd | malinois | norwegian_elkhound,0.707046 | 0.199396 | 0.0491476,True | True | True,20771,3128,2017-07-09 21:29:42+00:00
883838122936631299,2017-07-09 00:00:04+00:00,12,10,Noah,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,doberman | miniature_pinscher | kelpie,0.610946 | 0.299603 | 0.0630203,True | True | True,22349,3586,2017-07-09 00:00:04+00:00
883482846933004288,2017-07-08 00:28:19+00:00,5,10,Bella,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever | labrador_retriever | kuvasz,0.943082 | 0.032409 | 0.00550072,True | True | True,46860,10407,2017-07-08 00:28:19+00:00
883360690899218434,2017-07-07 16:22:55+00:00,13,10,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow | tibetan_mastiff | newfoundland,0.987997 | 0.00709872 | 0.00214033,True | True | True,22986,3825,2017-07-07 16:22:55+00:00
883117836046086144,2017-07-07 00:17:54+00:00,13,10,,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever | labrador_retriever | kuvasz,0.949562 | 0.0459479 | 0.00247094,True | True | True,37914,6949,2017-07-07 00:17:54+00:00
882992080364220416,2017-07-06 15:58:11+00:00,13,10,Rusty,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,eskimo_dog | siberian_husky | dingo,0.4667779999999999 | 0.406044 | 0.0734143999999999,True | True | False,24445,4122,2017-07-06 15:58:11+00:00
882762694511734784,2017-07-06 00:46:41+00:00,12,10,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,labrador_retriever | chesapeake_bay_retriever | flat_coated_retriever,0.85005 | 0.074257 | 0.0155793999999999,True | True | True,28903,5134,2017-07-06 00:46:41+00:00
882627270321602560,2017-07-05 15:48:34+00:00,13,10,Stanley,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,pembroke | chihuahua | cardigan,0.542982 | 0.251988 | 0.107699,True | True | True,28382,6342,2017-07-05 15:48:34+00:00
882268110199369728,2017-07-04 16:01:23+00:00,13,10,Alfy,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever | labrador_retriever | cocker_spaniel,0.762211 | 0.0989848999999999 | 0.0171995,True | True | True,45880,12118,2017-07-04 16:01:23+00:00
882045870035918850,2017-07-04 01:18:17+00:00,13,10,Koko,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,web_site | dhole | golden_retriever,0.949591 | 0.0173258 | 0.00694063,False | False | True,29900,5203,2017-07-04 01:18:17+00:00
881906580714921986,2017-07-03 16:04:48+00:00,12,10,Rey,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,weimaraner | chesapeake_bay_retriever | koala,0.291539 | 0.278966 | 0.127017,True | True | False,24773,3533,2017-07-03 16:04:48+00:00
881666595344535552,2017-07-03 00:11:11+00:00,13,10,Gary,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,saluki | afghan_hound | golden_retriever,0.529012 | 0.250003 | 0.160739,True | True | True,51522,11099,2017-07-03 00:11:11+00:00
881268444196462592,2017-07-01 21:49:04+00:00,12,10,Elliot,,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,tusker | indian_elephant | ibex,0.473303 | 0.245646 | 0.0556607,False | False | False,23501,5358,2017-07-01 21:49:04+00:00
880935762899988482,2017-06-30 23:47:07+00:00,13,10,Louis,,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,street_sign | umbrella | traffic_light,0.251801 | 0.115123 | 0.0695338,False | False | False,17346,2886,2017-06-30 23:47:07+00:00
880872448815771648,2017-06-30 19:35:32+00:00,12,10,,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,pembroke | norwich_terrier | chihuahua,0.791416 | 0.0613929 | 0.0337257,True | True | True,21734,3989,2017-06-30 19:35:32+00:00
880465832366813184,2017-06-29 16:39:47+00:00,12,10,Bella,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever | labrador_retriever | cocker_spaniel,0.913255 | 0.0263286 | 0.00937082,True | True | True,29075,6546,2017-06-29 16:39:47+00:00
880221127280381952,2017-06-29 00:27:25+00:00,12,10,Jesse,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,chihuahua | meerkat | clumber,0.238525 | 0.104256 | 0.0525802999999999,True | False | True,27640,4436,2017-06-29 00:27:25+00:00
880095782870896641,2017-06-28 16:09:20+00:00,11,10,,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher | rhodesian_ridgeback | beagle,0.120298 | 0.106395 | 0.106073,True | True | True,28150,4533,2017-06-28 16:09:20+00:00
879862464715927552,2017-06-28 00:42:13+00:00,13,10,Romeo,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset | beagle | cocker_spaniel,0.813507 | 0.146654 | 0.00948502,True | True | True,22667,3642,2017-06-28 00:42:13+00:00
879492040517615616,2017-06-27 00:10:17+00:00,12,10,Bailey,,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,german_short_haired_pointer | vizsla | bath_towel,0.479896 | 0.1243529999999999 | 0.0733202,True | True | False,23822,3323,2017-06-27 00:10:17+00:00
879415818425184262,2017-06-26 19:07:24+00:00,13,10,Duddles,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,english_springer | boston_bull | cardigan,0.383404 | 0.134967 | 0.110481,True | True | True,107956,45849,2017-06-26 19:07:24+00:00
879376492567855104,2017-06-26 16:31:08+00:00,12,10,Jack,,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,tricycle | labrador_retriever | pembroke,0.663601 | 0.0334961 | 0.0188266,False | True | True,17099,3261,2017-06-26 16:31:08+00:00
879050749262655488,2017-06-25 18:56:45+00:00,11,10,Steven,,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,tabby | window_screen | egyptian_cat,0.311861 | 0.169123 | 0.132932,False | False | False,23022,4941,2017-06-25 18:56:45+00:00
879008229531029506,2017-06-25 16:07:47+00:00,13,10,Beau,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla | miniature_pinscher | american_staffordshire_terrier,0.960513 | 0.00943065 | 0.0087113,True | True | True,19317,2812,2017-06-25 16:07:47+00:00
878776093423087618,2017-06-25 00:45:22+00:00,13,10,Snoopy,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,italian_greyhound | whippet | ibizan_hound,0.734684 | 0.1504869999999999 | 0.0397246,True | True | True,19763,4319,2017-06-25 00:45:22+00:00
878281511006478336,2017-06-23 16:00:04+00:00,13,10,Shadow,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset | collie | appenzeller,0.32042 | 0.215975 | 0.1285069999999999,True | True | True,7913,1349,2017-06-23 16:00:04+00:00
878057613040115712,2017-06-23 01:10:23+00:00,14,10,Emmy,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,french_bulldog | boston_bull | toy_terrier,0.839097 | 0.0787993999999999 | 0.0152433999999999,True | True | True,42876,7181,2017-06-23 01:10:23+00:00
877736472329191424,2017-06-22 03:54:17+00:00,13,10,Aja,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,chesapeake_bay_retriever | labrador_retriever | weimaraner,0.8379559999999999 | 0.0620342 | 0.0405991,True | True | True,71144,17300,2017-06-22 03:54:17+00:00
877556246731214848,2017-06-21 15:58:08+00:00,12,10,Penny,,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,basset | welsh_springer_spaniel | bathtub,0.995368 | 0.00193621 | 0.000467919,True | True | False,23258,3994,2017-06-21 15:58:08+00:00
877316821321428993,2017-06-21 00:06:44+00:00,13,10,Dante,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,saluki | italian_greyhound | golden_retriever,0.5099670000000001 | 0.0904973 | 0.0794058,True | True | True,27907,5414,2017-06-21 00:06:44+00:00
877201837425926144,2017-06-20 16:29:50+00:00,12,10,Nelly,,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,pembroke | cardigan | basenji,0.93112 | 0.0686982 | 8.17379e-05,True | True | True,27755,5880,2017-06-20 16:29:50+00:00
876838120628539392,2017-06-19 16:24:33+00:00,12,10,Ginger,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound | redbone | tibetan_mastiff,0.575751 | 0.24097 | 0.0889348,True | True | True,21125,3506,2017-06-19 16:24:33+00:00
876484053909872640,2017-06-18 16:57:37+00:00,13,10,Benedict,,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever | irish_terrier | chow,0.874566 | 0.0373542 | 0.0167235999999999,True | True | True,19163,2511,2017-06-18 16:57:37+00:00
876120275196170240,2017-06-17 16:52:05+00:00,13,10,Venti,,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,bernese_mountain_dog | saint_bernard | greater_swiss_mountain_dog,0.534327 | 0.346312 | 0.0949327,True | True | True,28490,4903,2017-06-17 16:52:05+00:00
875747767867523072,2017-06-16 16:11:53+00:00,13,10,Goose,,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,labrador_retriever | chesapeake_bay_retriever | vizsla,0.799551 | 0.179975 | 0.0046176,True | True | True,25773,4497,2017-06-16 16:11:53+00:00
875144289856114688,2017-06-15 00:13:52+00:00,13,10,Nugget,,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,siberian_husky | pembroke | dingo,0.245048 | 0.223716 | 0.160753,True | True | False,22185,5081,2017-06-15 00:13:52+00:00
875021211251597312,2017-06-14 16:04:48+00:00,12,10,,,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,west_highland_white_terrier | siberian_husky | great_pyrenees,0.7143189999999999 | 0.0919133 | 0.0460381999999999,True | True | True,26022,4922,2017-06-14 16:04:48+00:00
874680097055178752,2017-06-13 17:29:20+00:00,12,10,Cash,,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,labrador_retriever | staffordshire_bullterrier | beagle,0.836052 | 0.0470690999999999 | 0.0360071,True | True | True,28439,4875,2017-06-13 17:29:20+00:00
874296783580663808,2017-06-12 16:06:11+00:00,13,10,Jed,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel | miniature_poodle | toy_poodle,0.437216 | 0.2771909999999999 | 0.157402,True | True | True,26651,4308,2017-06-12 16:06:11+00:00
874057562936811520,2017-06-12 00:15:36+00:00,12,10,,,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,flat_coated_retriever | black_and_tan_coonhound | newfoundland,0.8321770000000001 | 0.0404369 | 0.0282283,True | True | True,23134,4125,2017-06-12 00:15:36+00:00
874012996292530176,2017-06-11 21:18:31+00:00,13,10,Sebastian,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,cardigan | pembroke | kelpie,0.806674 | 0.116622 | 0.0491819,True | True | True,35501,11007,2017-06-11 21:18:31+00:00
873580283840344065,2017-06-10 16:39:04+00:00,13,10,,,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,newfoundland | tibetan_mastiff | chow,0.678537 | 0.244022 | 0.0485295,True | True | True,24837,4143,2017-06-10 16:39:04+00:00
873213775632977920,2017-06-09 16:22:42+00:00,12,10,Sierra,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla | bloodhound | chesapeake_bay_retriever,0.6197819999999999 | 0.338069 | 0.0126763,True | True | True,7467,1667,2017-06-09 16:22:42+00:00
872967104147763200,2017-06-09 00:02:31+00:00,12,10,,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,labrador_retriever | chesapeake_bay_retriever | german_short_haired_pointer,0.476913 | 0.174145 | 0.0928614,True | True | True,28031,5669,2017-06-09 00:02:31+00:00
872820683541237760,2017-06-08 14:20:41+00:00,13,10,,,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,pug | french_bulldog | bull_mastiff,0.99912 | 0.00055192 | 7.28904e-05,True | True | True,15029,3884,2017-06-08 14:20:41+00:00
872620804844003328,2017-06-08 01:06:27+00:00,13,10,Monkey,,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cocker_spaniel | sussex_spaniel | standard_poodle,0.513191 | 0.159088 | 0.149509,True | True | True,21309,3911,2017-06-08 01:06:27+00:00
872486979161796608,2017-06-07 16:14:40+00:00,12,10,,,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,pembroke | cardigan | chihuahua,0.931861 | 0.0377211999999999 | 0.0119667,True | True | True,41606,9429,2017-06-07 16:14:40+00:00
872261713294495745,2017-06-07 01:19:32+00:00,13,10,Harry,,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,labrador_retriever | flat_coated_retriever | chesapeake_bay_retriever,0.972019 | 0.00817828 | 0.00735927,True | True | True,35085,6649,2017-06-07 01:19:32+00:00
872122724285648897,2017-06-06 16:07:15+00:00,12,10,Kody,,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1,basketball | pug | dalmatian,0.808396 | 0.0667363 | 0.0545697999999999,False | True | True,35324,8549,2017-06-06 16:07:15+00:00
871879754684805121,2017-06-06 00:01:46+00:00,13,10,Lassie,,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,shetland_sheepdog | collie | pomeranian,0.969171 | 0.0182607 | 0.00851534,True | True | True,39090,11918,2017-06-06 00:01:46+00:00
871762521631449091,2017-06-05 16:15:56+00:00,12,10,Rover,pupper,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,labrador_retriever | golden_retriever | bloodhound,0.921393 | 0.064608 | 0.00338337,True | True | True,20787,3678,2017-06-05 16:15:56+00:00
871515927908634625,2017-06-04 23:56:03+00:00,12,10,Napolean,doggo,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2,komondor | briard | swab,0.974781 | 0.0200412999999999 | 0.00322824,True | True | False,20730,3628,2017-06-04 23:56:03+00:00
871032628920680449,2017-06-03 15:55:36+00:00,13,10,Boomer,,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1,kelpie | macaque | dingo,0.398053 | 0.0689549 | 0.0506018,True | False | False,23255,3999,2017-06-03 15:55:36+00:00
870804317367881728,2017-06-03 00:48:22+00:00,11,10,,,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,1,home_theater | sandbar | television,0.16829 | 0.0980404 | 0.0797293999999999,False | False | False,33791,6393,2017-06-03 00:48:22+00:00
870656317836468226,2017-06-02 15:00:16+00:00,13,10,Cody,,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,pembroke | cardigan | beagle,0.945495 | 0.0458755 | 0.00432943,True | True | True,12819,2817,2017-06-02 15:00:16+00:00
870374049280663552,2017-06-01 20:18:38+00:00,13,10,Zoey,,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,golden_retriever | great_pyrenees | labrador_retriever,0.841001 | 0.0992784 | 0.0326213,True | True | True,85011,27680,2017-06-01 20:18:38+00:00
870308999962521604,2017-06-01 16:00:09+00:00,13,10,Rumble,,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,greater_swiss_mountain_dog | appenzeller | entlebucher,0.6227520000000001 | 0.158463 | 0.148115,True | True | True,22453,4384,2017-06-01 16:00:09+00:00
870063196459192321,2017-05-31 23:43:25+00:00,14,10,Clifford,,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,1,comic_book | envelope | book_jacket,0.534409 | 0.2807219999999999 | 0.0437855,False | False | False,37771,8840,2017-05-31 23:43:25+00:00
869772420881756160,2017-05-31 04:27:59+00:00,13,10,Dewey,,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,pembroke | cardigan | malamute,0.980148 | 0.0192711 | 0.00013626,True | True | True,43710,10663,2017-05-31 04:27:59+00:00
869702957897576449,2017-05-30 23:51:58+00:00,13,10,Stanley,,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1,pembroke | cardigan | chihuahua,0.993449 | 0.00632508 | 0.000177598,True | True | True,29116,6728,2017-05-30 23:51:58+00:00
869596645499047938,2017-05-30 16:49:31+00:00,12,10,Scout,doggo,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,1,chihuahua | toy_terrier | muzzle,0.955156 | 0.00805373 | 0.00629563,True | True | False,16476,3327,2017-05-30 16:49:31+00:00
